
=== TestCase6 case6\success\basic-2 Success execution 1 ===
{traceId=8d816b7eb96e99db, spanId=8d816b7eb96e99db, hostName=ts-click-twice, srcName=null, src=null, host=ts-click-twice, clock={"ts-click-twice":1}, event=ts-click-twice.ClickController.clickTwice, type=sr, parentId=, timestamp=1516933447320000, }
{traceId=8d816b7eb96e99db, spanId=544794929000d9a1, hostName=ts-click-twice, host=ts-click-twice, clock={"ts-click-twice":2}, event=ts-click-twice.AsyncTask.sendAsyncClickTwice, type=async, parentId=8d816b7eb96e99db, timestamp=1516933447325000, }
{traceId=8d816b7eb96e99db, spanId=d092c77396605254, hostName=ts-click-twice, destName=ts-preserve-service, host=ts-click-twice, clock={"ts-click-twice":3}, dest=ts-preserve-service, event=ts-click-twice.AsyncTask.sendAsyncClickTwice, type=cs, parentId=544794929000d9a1, timestamp=1516933447326000, }
{traceId=8d816b7eb96e99db, spanId=d092c77396605254, hostName=ts-preserve-service, srcName=ts-click-twice, src=ts-click-twice, host=ts-preserve-service, clock={"ts-click-twice":3,"ts-preserve-service":1}, event=ts-preserve-service.PreserveController.preserve, type=sr, parentId=544794929000d9a1, timestamp=1516933447329000, }
{traceId=8d816b7eb96e99db, spanId=d359fbcd1f8c4843, hostName=ts-preserve-service, host=ts-preserve-service, clock={"ts-click-twice":3,"ts-preserve-service":2}, event=ts-preserve-service.PreserveServiceImpl.preserve, type=async, parentId=d092c77396605254, timestamp=1516933447332000, }
{traceId=8d816b7eb96e99db, spanId=3d65af8b60fad9f5, hostName=ts-click-twice, host=ts-click-twice, clock={"ts-click-twice":4}, event=ts-click-twice.AsyncTask.sendAsyncClickTwice, type=async, parentId=8d816b7eb96e99db, timestamp=1516933447826000, }
{traceId=8d816b7eb96e99db, spanId=4510ba29a8e0803d, hostName=ts-click-twice, destName=ts-preserve-service, host=ts-click-twice, clock={"ts-click-twice":5}, dest=ts-preserve-service, event=ts-click-twice.AsyncTask.sendAsyncClickTwice, type=cs, parentId=3d65af8b60fad9f5, timestamp=1516933447827000, }
{traceId=8d816b7eb96e99db, spanId=4510ba29a8e0803d, hostName=ts-preserve-service, srcName=ts-click-twice, src=ts-click-twice, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-preserve-service":3}, event=ts-preserve-service.PreserveController.preserve, type=sr, parentId=3d65af8b60fad9f5, timestamp=1516933447829000, }
{traceId=8d816b7eb96e99db, spanId=e19aa117d5923070, hostName=ts-preserve-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-preserve-service":4}, event=ts-preserve-service.PreserveServiceImpl.preserve, type=async, parentId=4510ba29a8e0803d, timestamp=1516933447833000, }
{traceId=8d816b7eb96e99db, spanId=6e18f9a226c86da0, hostName=ts-preserve-service, destName=ts-sso-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-preserve-service":5}, dest=ts-sso-service, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cs, parentId=d359fbcd1f8c4843, timestamp=1516933449678000, }
{traceId=8d816b7eb96e99db, spanId=6e18f9a226c86da0, hostName=ts-sso-service, srcName=ts-preserve-service, src=ts-preserve-service, host=ts-sso-service, clock={"ts-click-twice":5,"ts-sso-service":1,"ts-preserve-service":5}, event=ts-sso-service.AccountSsoController.verifyLoginToken, type=sr, parentId=d359fbcd1f8c4843, timestamp=1516933449680000, }
{traceId=8d816b7eb96e99db, spanId=6e18f9a226c86da0, hostName=ts-sso-service, destName=ts-preserve-service, host=ts-sso-service, clock={"ts-click-twice":5,"ts-sso-service":2,"ts-preserve-service":5}, dest=ts-preserve-service, event=ts-sso-service.AccountSsoController.verifyLoginToken, type=ss, parentId=d359fbcd1f8c4843, timestamp=1516933449685000, }
{traceId=8d816b7eb96e99db, spanId=6e18f9a226c86da0, hostName=ts-preserve-service, srcName=ts-sso-service, src=ts-sso-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-sso-service":2,"ts-preserve-service":6}, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cr, parentId=d359fbcd1f8c4843, timestamp=1516933449687000, }
{traceId=8d816b7eb96e99db, spanId=a94d7bfaef6632c6, hostName=ts-preserve-service, destName=ts-security-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-sso-service":2,"ts-preserve-service":7}, dest=ts-security-service, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cs, parentId=d359fbcd1f8c4843, timestamp=1516933449689000, }
{traceId=8d816b7eb96e99db, spanId=a94d7bfaef6632c6, hostName=ts-security-service, srcName=ts-preserve-service, src=ts-preserve-service, host=ts-security-service, clock={"ts-click-twice":5,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":1}, event=ts-security-service.SecurityController.check, type=sr, parentId=d359fbcd1f8c4843, timestamp=1516933449691000, }
{traceId=8d816b7eb96e99db, spanId=6f8856468ff358ac, hostName=ts-security-service, destName=ts-order-service, host=ts-security-service, clock={"ts-click-twice":5,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":2}, dest=ts-order-service, event=ts-security-service.SecurityController.check, type=cs, parentId=a94d7bfaef6632c6, timestamp=1516933449694000, }
{traceId=8d816b7eb96e99db, spanId=6f8856468ff358ac, hostName=ts-order-service, srcName=ts-security-service, src=ts-security-service, host=ts-order-service, clock={"ts-click-twice":5,"ts-order-service":1,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":2}, event=ts-order-service.OrderController.securityInfoCheck, type=sr, parentId=a94d7bfaef6632c6, timestamp=1516933449696000, }
{traceId=8d816b7eb96e99db, spanId=6f8856468ff358ac, hostName=ts-order-service, destName=ts-security-service, host=ts-order-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":2}, dest=ts-security-service, event=ts-order-service.OrderController.securityInfoCheck, type=ss, parentId=a94d7bfaef6632c6, timestamp=1516933449704000, }
{traceId=8d816b7eb96e99db, spanId=6f8856468ff358ac, hostName=ts-security-service, srcName=ts-order-service, src=ts-order-service, host=ts-security-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":3}, event=ts-security-service.SecurityController.check, type=cr, parentId=a94d7bfaef6632c6, timestamp=1516933449706000, }
{traceId=8d816b7eb96e99db, spanId=b28663eafa6b45b8, hostName=ts-security-service, destName=ts-order-other-service, host=ts-security-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":4}, dest=ts-order-other-service, event=ts-security-service.SecurityController.check, type=cs, parentId=a94d7bfaef6632c6, timestamp=1516933449708000, }
{traceId=8d816b7eb96e99db, spanId=b28663eafa6b45b8, hostName=ts-order-other-service, srcName=ts-security-service, src=ts-security-service, host=ts-order-other-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":4,"ts-order-other-service":1}, event=ts-order-other-service.OrderOtherController.securityInfoCheck, type=sr, parentId=a94d7bfaef6632c6, timestamp=1516933449710500, }
{traceId=8d816b7eb96e99db, spanId=b28663eafa6b45b8, hostName=ts-order-other-service, destName=ts-security-service, host=ts-order-other-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":4,"ts-order-other-service":2}, dest=ts-security-service, event=ts-order-other-service.OrderOtherController.securityInfoCheck, type=ss, parentId=a94d7bfaef6632c6, timestamp=1516933449717500, }
{traceId=8d816b7eb96e99db, spanId=b28663eafa6b45b8, hostName=ts-security-service, srcName=ts-order-other-service, src=ts-order-other-service, host=ts-security-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":5,"ts-order-other-service":2}, event=ts-security-service.SecurityController.check, type=cr, parentId=a94d7bfaef6632c6, timestamp=1516933449720000, }
{traceId=8d816b7eb96e99db, spanId=a94d7bfaef6632c6, hostName=ts-security-service, destName=ts-preserve-service, host=ts-security-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-preserve-service, event=ts-security-service.SecurityController.check, type=ss, parentId=d359fbcd1f8c4843, timestamp=1516933449729000, }
