
=== TestCase5 case5\fail1\basic Fail execution 1 ===
{traceId=d9662aea1674ca00, spanId=d9662aea1674ca00, hostName=ts-preserve-other-service, srcName=null, src=null, host=ts-preserve-other-service, clock={"ts-preserve-other-service":1}, event=ts-preserve-other-service.PreserveOtherController.error, type=sr, error=Request processing failed; nested exception is java.lang.RuntimeException: [Normal Error] Reproduction Of Error Normal, parentId=, timestamp=1516869756907000, }
{traceId=d9662aea1674ca00, spanId=dabf579015ab8fce, hostName=ts-preserve-other-service, destName=ts-sso-service, host=ts-preserve-other-service, clock={"ts-preserve-other-service":2}, dest=ts-sso-service, event=ts-preserve-other-service.PreserveOtherController.error, type=cs, parentId=d9662aea1674ca00, timestamp=1516869756913000, }
{traceId=d9662aea1674ca00, spanId=dabf579015ab8fce, hostName=ts-sso-service, srcName=ts-preserve-other-service, src=ts-preserve-other-service, host=ts-sso-service, clock={"ts-preserve-other-service":2,"ts-sso-service":1}, event=ts-sso-service.AccountSsoController.verifyLoginToken, type=sr, parentId=d9662aea1674ca00, timestamp=1516869756915000, }
{traceId=d9662aea1674ca00, spanId=dabf579015ab8fce, hostName=ts-sso-service, destName=ts-preserve-other-service, host=ts-sso-service, clock={"ts-preserve-other-service":2,"ts-sso-service":2}, dest=ts-preserve-other-service, event=ts-sso-service.AccountSsoController.verifyLoginToken, type=ss, parentId=d9662aea1674ca00, timestamp=1516869756920000, }
{traceId=d9662aea1674ca00, spanId=dabf579015ab8fce, hostName=ts-preserve-other-service, srcName=ts-sso-service, src=ts-sso-service, host=ts-preserve-other-service, clock={"ts-preserve-other-service":3,"ts-sso-service":2}, event=ts-preserve-other-service.PreserveOtherController.error, type=cr, parentId=d9662aea1674ca00, timestamp=1516869756922000, }
{traceId=d9662aea1674ca00, spanId=8fbc52f73d8cf7ab, hostName=ts-preserve-other-service, destName=ts-security-service, host=ts-preserve-other-service, clock={"ts-preserve-other-service":4,"ts-sso-service":2}, dest=ts-security-service, event=ts-preserve-other-service.PreserveOtherController.error, type=cs, parentId=d9662aea1674ca00, timestamp=1516869756924000, }
{traceId=d9662aea1674ca00, spanId=8fbc52f73d8cf7ab, hostName=ts-security-service, srcName=ts-preserve-other-service, src=ts-preserve-other-service, host=ts-security-service, clock={"ts-preserve-other-service":4,"ts-sso-service":2,"ts-security-service":1}, event=ts-security-service.SecurityController.check, type=sr, parentId=d9662aea1674ca00, timestamp=1516869756926000, }
{traceId=d9662aea1674ca00, spanId=c0291a47bdcea604, hostName=ts-security-service, destName=ts-order-service, host=ts-security-service, clock={"ts-preserve-other-service":4,"ts-sso-service":2,"ts-security-service":2}, dest=ts-order-service, event=ts-security-service.SecurityController.check, type=cs, parentId=8fbc52f73d8cf7ab, timestamp=1516869756931000, }
{traceId=d9662aea1674ca00, spanId=c0291a47bdcea604, hostName=ts-order-service, srcName=ts-security-service, src=ts-security-service, host=ts-order-service, clock={"ts-preserve-other-service":4,"ts-order-service":1,"ts-sso-service":2,"ts-security-service":2}, event=ts-order-service.OrderController.securityInfoCheck, type=sr, parentId=8fbc52f73d8cf7ab, timestamp=1516869756934000, }
{traceId=d9662aea1674ca00, spanId=c0291a47bdcea604, hostName=ts-order-service, destName=ts-security-service, host=ts-order-service, clock={"ts-preserve-other-service":4,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":2}, dest=ts-security-service, event=ts-order-service.OrderController.securityInfoCheck, type=ss, parentId=8fbc52f73d8cf7ab, timestamp=1516869756944000, }
{traceId=d9662aea1674ca00, spanId=c0291a47bdcea604, hostName=ts-security-service, srcName=ts-order-service, src=ts-order-service, host=ts-security-service, clock={"ts-preserve-other-service":4,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":3}, event=ts-security-service.SecurityController.check, type=cr, parentId=8fbc52f73d8cf7ab, timestamp=1516869756947000, }
{traceId=d9662aea1674ca00, spanId=a360aaa905a2a3af, hostName=ts-security-service, destName=ts-order-other-service, host=ts-security-service, clock={"ts-preserve-other-service":4,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":4}, dest=ts-order-other-service, event=ts-security-service.SecurityController.check, type=cs, parentId=8fbc52f73d8cf7ab, timestamp=1516869756950000, }
