
=== TestCase7 case7\success\basic-2 Success execution 1 ===
{traceId=1efe223f84d3bab0, spanId=1efe223f84d3bab0, hostName=ts-click-twice, srcName=null, src=null, host=ts-click-twice, clock={"ts-click-twice":1}, event=ts-click-twice.ClickController.clickTwice, type=sr, parentId=, timestamp=1516934339414000, }
{traceId=1efe223f84d3bab0, spanId=eb4023110f1a35fe, hostName=ts-click-twice, host=ts-click-twice, clock={"ts-click-twice":2}, event=ts-click-twice.AsyncTask.sendAsyncClickTwice, type=async, parentId=1efe223f84d3bab0, timestamp=1516934339419000, }
{traceId=1efe223f84d3bab0, spanId=795e601fa1b2b7d0, hostName=ts-click-twice, destName=ts-preserve-service, host=ts-click-twice, clock={"ts-click-twice":3}, dest=ts-preserve-service, event=ts-click-twice.AsyncTask.sendAsyncClickTwice, type=cs, parentId=eb4023110f1a35fe, timestamp=1516934339420000, }
{traceId=1efe223f84d3bab0, spanId=795e601fa1b2b7d0, hostName=ts-preserve-service, srcName=ts-click-twice, src=ts-click-twice, host=ts-preserve-service, clock={"ts-click-twice":3,"ts-preserve-service":1}, event=ts-preserve-service.PreserveController.preserve, type=sr, parentId=eb4023110f1a35fe, timestamp=1516934339422500, }
{traceId=1efe223f84d3bab0, spanId=51c4fcf431adb1f2, hostName=ts-preserve-service, host=ts-preserve-service, clock={"ts-click-twice":3,"ts-preserve-service":2}, event=ts-preserve-service.PreserveServiceImpl.preserve, type=async, parentId=795e601fa1b2b7d0, timestamp=1516934339424500, }
{traceId=1efe223f84d3bab0, spanId=2bc705387998ae4f, hostName=ts-click-twice, host=ts-click-twice, clock={"ts-click-twice":4}, event=ts-click-twice.AsyncTask.sendAsyncClickTwice, type=async, parentId=1efe223f84d3bab0, timestamp=1516934339920000, }
{traceId=1efe223f84d3bab0, spanId=afd704a5ba7e0c76, hostName=ts-click-twice, destName=ts-preserve-service, host=ts-click-twice, clock={"ts-click-twice":5}, dest=ts-preserve-service, event=ts-click-twice.AsyncTask.sendAsyncClickTwice, type=cs, parentId=2bc705387998ae4f, timestamp=1516934339921000, }
{traceId=1efe223f84d3bab0, spanId=afd704a5ba7e0c76, hostName=ts-preserve-service, srcName=ts-click-twice, src=ts-click-twice, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-preserve-service":3}, event=ts-preserve-service.PreserveController.preserve, type=sr, parentId=2bc705387998ae4f, timestamp=1516934339923500, }
{traceId=1efe223f84d3bab0, spanId=9b3ee1cf6179e751, hostName=ts-preserve-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-preserve-service":4}, event=ts-preserve-service.PreserveServiceImpl.preserve, type=async, parentId=afd704a5ba7e0c76, timestamp=1516934339926500, }
{traceId=1efe223f84d3bab0, spanId=74ac45f2550aa524, hostName=ts-preserve-service, destName=ts-sso-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-preserve-service":5}, dest=ts-sso-service, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cs, parentId=51c4fcf431adb1f2, timestamp=1516934342906500, }
{traceId=1efe223f84d3bab0, spanId=74ac45f2550aa524, hostName=ts-sso-service, srcName=ts-preserve-service, src=ts-preserve-service, host=ts-sso-service, clock={"ts-click-twice":5,"ts-sso-service":1,"ts-preserve-service":5}, event=ts-sso-service.AccountSsoController.verifyLoginToken, type=sr, parentId=51c4fcf431adb1f2, timestamp=1516934342908500, }
{traceId=1efe223f84d3bab0, spanId=74ac45f2550aa524, hostName=ts-sso-service, destName=ts-preserve-service, host=ts-sso-service, clock={"ts-click-twice":5,"ts-sso-service":2,"ts-preserve-service":5}, dest=ts-preserve-service, event=ts-sso-service.AccountSsoController.verifyLoginToken, type=ss, parentId=51c4fcf431adb1f2, timestamp=1516934342913500, }
{traceId=1efe223f84d3bab0, spanId=74ac45f2550aa524, hostName=ts-preserve-service, srcName=ts-sso-service, src=ts-sso-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-sso-service":2,"ts-preserve-service":6}, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cr, parentId=51c4fcf431adb1f2, timestamp=1516934342915500, }
{traceId=1efe223f84d3bab0, spanId=7affe1d01fe97135, hostName=ts-preserve-service, destName=ts-security-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-sso-service":2,"ts-preserve-service":7}, dest=ts-security-service, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cs, parentId=51c4fcf431adb1f2, timestamp=1516934342916500, }
{traceId=1efe223f84d3bab0, spanId=7affe1d01fe97135, hostName=ts-security-service, srcName=ts-preserve-service, src=ts-preserve-service, host=ts-security-service, clock={"ts-click-twice":5,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":1}, event=ts-security-service.SecurityController.check, type=sr, parentId=51c4fcf431adb1f2, timestamp=1516934342919000, }
{traceId=1efe223f84d3bab0, spanId=1ce6082418ee310a, hostName=ts-security-service, destName=ts-order-service, host=ts-security-service, clock={"ts-click-twice":5,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":2}, dest=ts-order-service, event=ts-security-service.SecurityController.check, type=cs, parentId=7affe1d01fe97135, timestamp=1516934342922000, }
{traceId=1efe223f84d3bab0, spanId=1ce6082418ee310a, hostName=ts-order-service, srcName=ts-security-service, src=ts-security-service, host=ts-order-service, clock={"ts-click-twice":5,"ts-order-service":1,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":2}, event=ts-order-service.OrderController.securityInfoCheck, type=sr, parentId=7affe1d01fe97135, timestamp=1516934342924500, }
{traceId=1efe223f84d3bab0, spanId=1ce6082418ee310a, hostName=ts-order-service, destName=ts-security-service, host=ts-order-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":2}, dest=ts-security-service, event=ts-order-service.OrderController.securityInfoCheck, type=ss, parentId=7affe1d01fe97135, timestamp=1516934342934500, }
{traceId=1efe223f84d3bab0, spanId=1ce6082418ee310a, hostName=ts-security-service, srcName=ts-order-service, src=ts-order-service, host=ts-security-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":3}, event=ts-security-service.SecurityController.check, type=cr, parentId=7affe1d01fe97135, timestamp=1516934342937000, }
{traceId=1efe223f84d3bab0, spanId=b1717b6d2b87074d, hostName=ts-security-service, destName=ts-order-other-service, host=ts-security-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":4}, dest=ts-order-other-service, event=ts-security-service.SecurityController.check, type=cs, parentId=7affe1d01fe97135, timestamp=1516934342940000, }
{traceId=1efe223f84d3bab0, spanId=b1717b6d2b87074d, hostName=ts-order-other-service, srcName=ts-security-service, src=ts-security-service, host=ts-order-other-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":4,"ts-order-other-service":1}, event=ts-order-other-service.OrderOtherController.securityInfoCheck, type=sr, parentId=7affe1d01fe97135, timestamp=1516934342943500, }
{traceId=1efe223f84d3bab0, spanId=b1717b6d2b87074d, hostName=ts-order-other-service, destName=ts-security-service, host=ts-order-other-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":4,"ts-order-other-service":2}, dest=ts-security-service, event=ts-order-other-service.OrderOtherController.securityInfoCheck, type=ss, parentId=7affe1d01fe97135, timestamp=1516934342950500, }
{traceId=1efe223f84d3bab0, spanId=b1717b6d2b87074d, hostName=ts-security-service, srcName=ts-order-other-service, src=ts-order-other-service, host=ts-security-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":5,"ts-order-other-service":2}, event=ts-security-service.SecurityController.check, type=cr, parentId=7affe1d01fe97135, timestamp=1516934342954000, }
{traceId=1efe223f84d3bab0, spanId=7affe1d01fe97135, hostName=ts-security-service, destName=ts-preserve-service, host=ts-security-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-preserve-service, event=ts-security-service.SecurityController.check, type=ss, parentId=51c4fcf431adb1f2, timestamp=1516934342964000, }
{traceId=1efe223f84d3bab0, spanId=7affe1d01fe97135, hostName=ts-preserve-service, srcName=ts-security-service, src=ts-security-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":8,"ts-security-service":6,"ts-order-other-service":2}, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cr, parentId=51c4fcf431adb1f2, timestamp=1516934342966500, }
{traceId=1efe223f84d3bab0, spanId=f48a80ac629902b8, hostName=ts-preserve-service, destName=ts-contacts-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":9,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-contacts-service, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cs, parentId=51c4fcf431adb1f2, timestamp=1516934342968500, }
{traceId=1efe223f84d3bab0, spanId=f48a80ac629902b8, hostName=ts-contacts-service, srcName=ts-preserve-service, src=ts-preserve-service, host=ts-contacts-service, clock={"ts-click-twice":5,"ts-contacts-service":1,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":9,"ts-security-service":6,"ts-order-other-service":2}, event=ts-contacts-service.FuckContactsController.getContactsByContactsId, type=sr, parentId=51c4fcf431adb1f2, timestamp=1516934342971000, }
{traceId=1efe223f84d3bab0, spanId=6578e06aaa1051fc, hostName=ts-contacts-service, destName=ts-sso-service, host=ts-contacts-service, clock={"ts-click-twice":5,"ts-contacts-service":2,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":9,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-sso-service, event=ts-contacts-service.FuckContactsController.getContactsByContactsId, type=cs, parentId=f48a80ac629902b8, timestamp=1516934342973000, }
{traceId=1efe223f84d3bab0, spanId=6578e06aaa1051fc, hostName=ts-sso-service, srcName=ts-contacts-service, src=ts-contacts-service, host=ts-sso-service, clock={"ts-click-twice":5,"ts-contacts-service":2,"ts-order-service":2,"ts-sso-service":3,"ts-preserve-service":9,"ts-security-service":6,"ts-order-other-service":2}, event=ts-sso-service.AccountSsoController.verifyLoginToken, type=sr, parentId=f48a80ac629902b8, timestamp=1516934342975000, }
{traceId=1efe223f84d3bab0, spanId=6578e06aaa1051fc, hostName=ts-sso-service, destName=ts-contacts-service, host=ts-sso-service, clock={"ts-click-twice":5,"ts-contacts-service":2,"ts-order-service":2,"ts-sso-service":4,"ts-preserve-service":9,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-contacts-service, event=ts-sso-service.AccountSsoController.verifyLoginToken, type=ss, parentId=f48a80ac629902b8, timestamp=1516934342979000, }
{traceId=1efe223f84d3bab0, spanId=6578e06aaa1051fc, hostName=ts-contacts-service, srcName=ts-sso-service, src=ts-sso-service, host=ts-contacts-service, clock={"ts-click-twice":5,"ts-contacts-service":3,"ts-order-service":2,"ts-sso-service":4,"ts-preserve-service":9,"ts-security-service":6,"ts-order-other-service":2}, event=ts-contacts-service.FuckContactsController.getContactsByContactsId, type=cr, parentId=f48a80ac629902b8, timestamp=1516934342981000, }
{traceId=1efe223f84d3bab0, spanId=f48a80ac629902b8, hostName=ts-contacts-service, destName=ts-preserve-service, host=ts-contacts-service, clock={"ts-click-twice":5,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-preserve-service":9,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-preserve-service, event=ts-contacts-service.FuckContactsController.getContactsByContactsId, type=ss, parentId=51c4fcf431adb1f2, timestamp=1516934342987000, }
{traceId=1efe223f84d3bab0, spanId=f48a80ac629902b8, hostName=ts-preserve-service, srcName=ts-contacts-service, src=ts-contacts-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-preserve-service":10,"ts-security-service":6,"ts-order-other-service":2}, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cr, parentId=51c4fcf431adb1f2, timestamp=1516934342989500, }
{traceId=1efe223f84d3bab0, spanId=90c65abd3880feba, hostName=ts-preserve-service, destName=ts-travel-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-preserve-service":11,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-travel-service, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cs, parentId=51c4fcf431adb1f2, timestamp=1516934342991500, }
{traceId=1efe223f84d3bab0, spanId=90c65abd3880feba, hostName=ts-travel-service, srcName=ts-preserve-service, src=ts-preserve-service, host=ts-travel-service, clock={"ts-click-twice":5,"ts-travel-service":1,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-preserve-service":11,"ts-security-service":6,"ts-order-other-service":2}, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=sr, parentId=51c4fcf431adb1f2, timestamp=1516934342993500, }
{traceId=1efe223f84d3bab0, spanId=846f0c052074f974, hostName=ts-travel-service, destName=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-click-twice":5,"ts-travel-service":2,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-preserve-service":11,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-ticketinfo-service, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cs, parentId=90c65abd3880feba, timestamp=1516934342997500, }
{traceId=1efe223f84d3bab0, spanId=846f0c052074f974, hostName=ts-ticketinfo-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-click-twice":5,"ts-ticketinfo-service":1,"ts-travel-service":2,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-preserve-service":11,"ts-security-service":6,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=90c65abd3880feba, timestamp=1516934343003000, }
{traceId=1efe223f84d3bab0, spanId=08e7e79f1392aa3c, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-click-twice":5,"ts-ticketinfo-service":2,"ts-travel-service":2,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-preserve-service":11,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=846f0c052074f974, timestamp=1516934343005000, }
{traceId=1efe223f84d3bab0, spanId=08e7e79f1392aa3c, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":1,"ts-click-twice":5,"ts-ticketinfo-service":2,"ts-travel-service":2,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-preserve-service":11,"ts-security-service":6,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=846f0c052074f974, timestamp=1516934343006000, }
{traceId=1efe223f84d3bab0, spanId=1fe6887cddc9bd0a, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":2,"ts-click-twice":5,"ts-ticketinfo-service":2,"ts-travel-service":2,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-preserve-service":11,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=08e7e79f1392aa3c, timestamp=1516934343008000, }
{traceId=1efe223f84d3bab0, spanId=1fe6887cddc9bd0a, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":2,"ts-click-twice":5,"ts-ticketinfo-service":2,"ts-travel-service":2,"ts-contacts-service":4,"ts-station-service":1,"ts-order-service":2,"ts-sso-service":4,"ts-preserve-service":11,"ts-security-service":6,"ts-order-other-service":2}, event=ts-station-service.StationController.queryForId, type=sr, parentId=08e7e79f1392aa3c, timestamp=1516934343009500, }
