
=== TestCase6 case6\fail1\basic Fail execution 1 ===
{traceId=d9cfdad434df2380, spanId=d9cfdad434df2380, hostName=ts-preserve-other-service, srcName=null, src=null, host=ts-preserve-other-service, clock={"ts-preserve-other-service":1}, event=ts-preserve-other-service.PreserveOtherController.error, type=sr, error=Request processing failed; nested exception is java.lang.RuntimeException: [Normal Error] Reproduction Of Error Normal, parentId=, timestamp=1516870032477000, }
{traceId=d9cfdad434df2380, spanId=900767611aeae37a, hostName=ts-preserve-other-service, destName=ts-sso-service, host=ts-preserve-other-service, clock={"ts-preserve-other-service":2}, dest=ts-sso-service, event=ts-preserve-other-service.PreserveOtherController.error, type=cs, parentId=d9cfdad434df2380, timestamp=1516870032482000, }
{traceId=d9cfdad434df2380, spanId=900767611aeae37a, hostName=ts-sso-service, srcName=ts-preserve-other-service, src=ts-preserve-other-service, host=ts-sso-service, clock={"ts-preserve-other-service":2,"ts-sso-service":1}, event=ts-sso-service.AccountSsoController.verifyLoginToken, type=sr, parentId=d9cfdad434df2380, timestamp=1516870032484500, }
{traceId=d9cfdad434df2380, spanId=900767611aeae37a, hostName=ts-sso-service, destName=ts-preserve-other-service, host=ts-sso-service, clock={"ts-preserve-other-service":2,"ts-sso-service":2}, dest=ts-preserve-other-service, event=ts-sso-service.AccountSsoController.verifyLoginToken, type=ss, parentId=d9cfdad434df2380, timestamp=1516870032489500, }
{traceId=d9cfdad434df2380, spanId=900767611aeae37a, hostName=ts-preserve-other-service, srcName=ts-sso-service, src=ts-sso-service, host=ts-preserve-other-service, clock={"ts-preserve-other-service":3,"ts-sso-service":2}, event=ts-preserve-other-service.PreserveOtherController.error, type=cr, parentId=d9cfdad434df2380, timestamp=1516870032492000, }
{traceId=d9cfdad434df2380, spanId=a800913017ed13fb, hostName=ts-preserve-other-service, destName=ts-security-service, host=ts-preserve-other-service, clock={"ts-preserve-other-service":4,"ts-sso-service":2}, dest=ts-security-service, event=ts-preserve-other-service.PreserveOtherController.error, type=cs, parentId=d9cfdad434df2380, timestamp=1516870032494000, }
{traceId=d9cfdad434df2380, spanId=a800913017ed13fb, hostName=ts-security-service, srcName=ts-preserve-other-service, src=ts-preserve-other-service, host=ts-security-service, clock={"ts-preserve-other-service":4,"ts-sso-service":2,"ts-security-service":1}, event=ts-security-service.SecurityController.check, type=sr, parentId=d9cfdad434df2380, timestamp=1516870032495500, }
{traceId=d9cfdad434df2380, spanId=15c184886d845036, hostName=ts-security-service, destName=ts-order-service, host=ts-security-service, clock={"ts-preserve-other-service":4,"ts-sso-service":2,"ts-security-service":2}, dest=ts-order-service, event=ts-security-service.SecurityController.check, type=cs, parentId=a800913017ed13fb, timestamp=1516870032501500, }
{traceId=d9cfdad434df2380, spanId=15c184886d845036, hostName=ts-order-service, srcName=ts-security-service, src=ts-security-service, host=ts-order-service, clock={"ts-preserve-other-service":4,"ts-order-service":1,"ts-sso-service":2,"ts-security-service":2}, event=ts-order-service.OrderController.securityInfoCheck, type=sr, parentId=a800913017ed13fb, timestamp=1516870032503500, }
{traceId=d9cfdad434df2380, spanId=15c184886d845036, hostName=ts-order-service, destName=ts-security-service, host=ts-order-service, clock={"ts-preserve-other-service":4,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":2}, dest=ts-security-service, event=ts-order-service.OrderController.securityInfoCheck, type=ss, parentId=a800913017ed13fb, timestamp=1516870032511500, }
{traceId=d9cfdad434df2380, spanId=15c184886d845036, hostName=ts-security-service, srcName=ts-order-service, src=ts-order-service, host=ts-security-service, clock={"ts-preserve-other-service":4,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":3}, event=ts-security-service.SecurityController.check, type=cr, parentId=a800913017ed13fb, timestamp=1516870032513500, }
{traceId=d9cfdad434df2380, spanId=deb21f9bd05c3098, hostName=ts-security-service, destName=ts-order-other-service, host=ts-security-service, clock={"ts-preserve-other-service":4,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":4}, dest=ts-order-other-service, event=ts-security-service.SecurityController.check, type=cs, parentId=a800913017ed13fb, timestamp=1516870032515500, }
