
=== TestCase5 case5\success\basic-2 Success execution 1 ===
{traceId=5c208b5ea3f918cb, spanId=5c208b5ea3f918cb, hostName=ts-click-twice, srcName=null, src=null, host=ts-click-twice, clock={"ts-click-twice":1}, event=ts-click-twice.ClickController.clickTwice, type=sr, parentId=, timestamp=1516935249795000, }
{traceId=5c208b5ea3f918cb, spanId=eadca9835989b0a7, hostName=ts-click-twice, host=ts-click-twice, clock={"ts-click-twice":2}, event=ts-click-twice.AsyncTask.sendAsyncClickTwice, type=async, parentId=5c208b5ea3f918cb, timestamp=1516935249798000, }
{traceId=5c208b5ea3f918cb, spanId=a4ba061c73a58665, hostName=ts-click-twice, destName=ts-preserve-service, host=ts-click-twice, clock={"ts-click-twice":3}, dest=ts-preserve-service, event=ts-click-twice.AsyncTask.sendAsyncClickTwice, type=cs, parentId=eadca9835989b0a7, timestamp=1516935249799000, }
{traceId=5c208b5ea3f918cb, spanId=a4ba061c73a58665, hostName=ts-preserve-service, srcName=ts-click-twice, src=ts-click-twice, host=ts-preserve-service, clock={"ts-click-twice":3,"ts-preserve-service":1}, event=ts-preserve-service.PreserveController.preserve, type=sr, parentId=eadca9835989b0a7, timestamp=1516935249801500, }
{traceId=5c208b5ea3f918cb, spanId=19121bb53f6333c7, hostName=ts-preserve-service, host=ts-preserve-service, clock={"ts-click-twice":3,"ts-preserve-service":2}, event=ts-preserve-service.PreserveServiceImpl.preserve, type=async, parentId=a4ba061c73a58665, timestamp=1516935249804500, }
{traceId=5c208b5ea3f918cb, spanId=0ec28c75cb804d9b, hostName=ts-click-twice, host=ts-click-twice, clock={"ts-click-twice":4}, event=ts-click-twice.AsyncTask.sendAsyncClickTwice, type=async, parentId=5c208b5ea3f918cb, timestamp=1516935250299000, }
{traceId=5c208b5ea3f918cb, spanId=0e909eb38063c444, hostName=ts-click-twice, destName=ts-preserve-service, host=ts-click-twice, clock={"ts-click-twice":5}, dest=ts-preserve-service, event=ts-click-twice.AsyncTask.sendAsyncClickTwice, type=cs, parentId=0ec28c75cb804d9b, timestamp=1516935250300000, }
{traceId=5c208b5ea3f918cb, spanId=0e909eb38063c444, hostName=ts-preserve-service, srcName=ts-click-twice, src=ts-click-twice, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-preserve-service":3}, event=ts-preserve-service.PreserveController.preserve, type=sr, parentId=0ec28c75cb804d9b, timestamp=1516935250301500, }
{traceId=5c208b5ea3f918cb, spanId=f48743886bf70cd8, hostName=ts-preserve-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-preserve-service":4}, event=ts-preserve-service.PreserveServiceImpl.preserve, type=async, parentId=0e909eb38063c444, timestamp=1516935250303500, }
{traceId=5c208b5ea3f918cb, spanId=05c92e202c3fb631, hostName=ts-preserve-service, destName=ts-sso-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-preserve-service":5}, dest=ts-sso-service, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cs, parentId=19121bb53f6333c7, timestamp=1516935256522500, }
{traceId=5c208b5ea3f918cb, spanId=05c92e202c3fb631, hostName=ts-sso-service, srcName=ts-preserve-service, src=ts-preserve-service, host=ts-sso-service, clock={"ts-click-twice":5,"ts-sso-service":1,"ts-preserve-service":5}, event=ts-sso-service.AccountSsoController.verifyLoginToken, type=sr, parentId=19121bb53f6333c7, timestamp=1516935256524500, }
{traceId=5c208b5ea3f918cb, spanId=05c92e202c3fb631, hostName=ts-sso-service, destName=ts-preserve-service, host=ts-sso-service, clock={"ts-click-twice":5,"ts-sso-service":2,"ts-preserve-service":5}, dest=ts-preserve-service, event=ts-sso-service.AccountSsoController.verifyLoginToken, type=ss, parentId=19121bb53f6333c7, timestamp=1516935256528500, }
