
=== TestCase4 case4\success\basic-2 Success execution 1 ===
{traceId=0a09b0acef33ef50, spanId=0a09b0acef33ef50, hostName=ts-click-twice, srcName=null, src=null, host=ts-click-twice, clock={"ts-click-twice":1}, event=ts-click-twice.ClickController.clickTwice, type=sr, parentId=, timestamp=1516933116836000, }
{traceId=0a09b0acef33ef50, spanId=0ec9603d512735e1, hostName=ts-click-twice, host=ts-click-twice, clock={"ts-click-twice":2}, event=ts-click-twice.AsyncTask.sendAsyncClickTwice, type=async, parentId=0a09b0acef33ef50, timestamp=1516933116840000, }
{traceId=0a09b0acef33ef50, spanId=1d2f0a919cecc414, hostName=ts-click-twice, destName=ts-preserve-service, host=ts-click-twice, clock={"ts-click-twice":3}, dest=ts-preserve-service, event=ts-click-twice.AsyncTask.sendAsyncClickTwice, type=cs, parentId=0ec9603d512735e1, timestamp=1516933116841000, }
{traceId=0a09b0acef33ef50, spanId=1d2f0a919cecc414, hostName=ts-preserve-service, srcName=ts-click-twice, src=ts-click-twice, host=ts-preserve-service, clock={"ts-click-twice":3,"ts-preserve-service":1}, event=ts-preserve-service.PreserveController.preserve, type=sr, parentId=0ec9603d512735e1, timestamp=1516933116843500, }
{traceId=0a09b0acef33ef50, spanId=6d59a0954ff390be, hostName=ts-preserve-service, host=ts-preserve-service, clock={"ts-click-twice":3,"ts-preserve-service":2}, event=ts-preserve-service.PreserveServiceImpl.preserve, type=async, parentId=1d2f0a919cecc414, timestamp=1516933116845500, }
{traceId=0a09b0acef33ef50, spanId=8228171dae942818, hostName=ts-click-twice, host=ts-click-twice, clock={"ts-click-twice":4}, event=ts-click-twice.AsyncTask.sendAsyncClickTwice, type=async, parentId=0a09b0acef33ef50, timestamp=1516933117341000, }
{traceId=0a09b0acef33ef50, spanId=a88955223034b746, hostName=ts-click-twice, destName=ts-preserve-service, host=ts-click-twice, clock={"ts-click-twice":5}, dest=ts-preserve-service, event=ts-click-twice.AsyncTask.sendAsyncClickTwice, type=cs, parentId=8228171dae942818, timestamp=1516933117341000, }
{traceId=0a09b0acef33ef50, spanId=a88955223034b746, hostName=ts-preserve-service, srcName=ts-click-twice, src=ts-click-twice, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-preserve-service":3}, event=ts-preserve-service.PreserveController.preserve, type=sr, parentId=8228171dae942818, timestamp=1516933117342500, }
{traceId=0a09b0acef33ef50, spanId=4699f7b987d43405, hostName=ts-preserve-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-preserve-service":4}, event=ts-preserve-service.PreserveServiceImpl.preserve, type=async, parentId=a88955223034b746, timestamp=1516933117344500, }
{traceId=0a09b0acef33ef50, spanId=1da29e6cea9a8e5b, hostName=ts-preserve-service, destName=ts-sso-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-preserve-service":5}, dest=ts-sso-service, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cs, parentId=6d59a0954ff390be, timestamp=1516933125978500, }
{traceId=0a09b0acef33ef50, spanId=1da29e6cea9a8e5b, hostName=ts-sso-service, srcName=ts-preserve-service, src=ts-preserve-service, host=ts-sso-service, clock={"ts-click-twice":5,"ts-sso-service":1,"ts-preserve-service":5}, event=ts-sso-service.AccountSsoController.verifyLoginToken, type=sr, parentId=6d59a0954ff390be, timestamp=1516933125981000, }
{traceId=0a09b0acef33ef50, spanId=1da29e6cea9a8e5b, hostName=ts-sso-service, destName=ts-preserve-service, host=ts-sso-service, clock={"ts-click-twice":5,"ts-sso-service":2,"ts-preserve-service":5}, dest=ts-preserve-service, event=ts-sso-service.AccountSsoController.verifyLoginToken, type=ss, parentId=6d59a0954ff390be, timestamp=1516933125985000, }
{traceId=0a09b0acef33ef50, spanId=1da29e6cea9a8e5b, hostName=ts-preserve-service, srcName=ts-sso-service, src=ts-sso-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-sso-service":2,"ts-preserve-service":6}, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cr, parentId=6d59a0954ff390be, timestamp=1516933125987500, }
{traceId=0a09b0acef33ef50, spanId=e6c9a6dca3f92903, hostName=ts-preserve-service, destName=ts-security-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-sso-service":2,"ts-preserve-service":7}, dest=ts-security-service, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cs, parentId=6d59a0954ff390be, timestamp=1516933125989500, }
{traceId=0a09b0acef33ef50, spanId=e6c9a6dca3f92903, hostName=ts-security-service, srcName=ts-preserve-service, src=ts-preserve-service, host=ts-security-service, clock={"ts-click-twice":5,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":1}, event=ts-security-service.SecurityController.check, type=sr, parentId=6d59a0954ff390be, timestamp=1516933125991500, }
{traceId=0a09b0acef33ef50, spanId=641ca49f83f52ed2, hostName=ts-security-service, destName=ts-order-service, host=ts-security-service, clock={"ts-click-twice":5,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":2}, dest=ts-order-service, event=ts-security-service.SecurityController.check, type=cs, parentId=e6c9a6dca3f92903, timestamp=1516933125994500, }
{traceId=0a09b0acef33ef50, spanId=641ca49f83f52ed2, hostName=ts-order-service, srcName=ts-security-service, src=ts-security-service, host=ts-order-service, clock={"ts-click-twice":5,"ts-order-service":1,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":2}, event=ts-order-service.OrderController.securityInfoCheck, type=sr, parentId=e6c9a6dca3f92903, timestamp=1516933125996500, }
{traceId=0a09b0acef33ef50, spanId=641ca49f83f52ed2, hostName=ts-order-service, destName=ts-security-service, host=ts-order-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":2}, dest=ts-security-service, event=ts-order-service.OrderController.securityInfoCheck, type=ss, parentId=e6c9a6dca3f92903, timestamp=1516933126006500, }
{traceId=0a09b0acef33ef50, spanId=641ca49f83f52ed2, hostName=ts-security-service, srcName=ts-order-service, src=ts-order-service, host=ts-security-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":3}, event=ts-security-service.SecurityController.check, type=cr, parentId=e6c9a6dca3f92903, timestamp=1516933126008500, }
{traceId=0a09b0acef33ef50, spanId=a4542e434ff97795, hostName=ts-security-service, destName=ts-order-other-service, host=ts-security-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":4}, dest=ts-order-other-service, event=ts-security-service.SecurityController.check, type=cs, parentId=e6c9a6dca3f92903, timestamp=1516933126010500, }
{traceId=0a09b0acef33ef50, spanId=a4542e434ff97795, hostName=ts-order-other-service, srcName=ts-security-service, src=ts-security-service, host=ts-order-other-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":4,"ts-order-other-service":1}, event=ts-order-other-service.OrderOtherController.securityInfoCheck, type=sr, parentId=e6c9a6dca3f92903, timestamp=1516933126013000, }
{traceId=0a09b0acef33ef50, spanId=a4542e434ff97795, hostName=ts-order-other-service, destName=ts-security-service, host=ts-order-other-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":4,"ts-order-other-service":2}, dest=ts-security-service, event=ts-order-other-service.OrderOtherController.securityInfoCheck, type=ss, parentId=e6c9a6dca3f92903, timestamp=1516933126019000, }
{traceId=0a09b0acef33ef50, spanId=a4542e434ff97795, hostName=ts-security-service, srcName=ts-order-other-service, src=ts-order-other-service, host=ts-security-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":5,"ts-order-other-service":2}, event=ts-security-service.SecurityController.check, type=cr, parentId=e6c9a6dca3f92903, timestamp=1516933126021500, }
{traceId=0a09b0acef33ef50, spanId=e6c9a6dca3f92903, hostName=ts-security-service, destName=ts-preserve-service, host=ts-security-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-preserve-service, event=ts-security-service.SecurityController.check, type=ss, parentId=6d59a0954ff390be, timestamp=1516933126029500, }
{traceId=0a09b0acef33ef50, spanId=e6c9a6dca3f92903, hostName=ts-preserve-service, srcName=ts-security-service, src=ts-security-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":8,"ts-security-service":6,"ts-order-other-service":2}, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cr, parentId=6d59a0954ff390be, timestamp=1516933126031500, }
{traceId=0a09b0acef33ef50, spanId=2c810cd538c7e1d3, hostName=ts-preserve-service, destName=ts-contacts-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":9,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-contacts-service, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cs, parentId=6d59a0954ff390be, timestamp=1516933126032500, }
{traceId=0a09b0acef33ef50, spanId=2c810cd538c7e1d3, hostName=ts-contacts-service, srcName=ts-preserve-service, src=ts-preserve-service, host=ts-contacts-service, clock={"ts-click-twice":5,"ts-contacts-service":1,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":9,"ts-security-service":6,"ts-order-other-service":2}, event=ts-contacts-service.FuckContactsController.getContactsByContactsId, type=sr, parentId=6d59a0954ff390be, timestamp=1516933126036000, }
{traceId=0a09b0acef33ef50, spanId=6d83be0054e64ae4, hostName=ts-contacts-service, destName=ts-sso-service, host=ts-contacts-service, clock={"ts-click-twice":5,"ts-contacts-service":2,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":9,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-sso-service, event=ts-contacts-service.FuckContactsController.getContactsByContactsId, type=cs, parentId=2c810cd538c7e1d3, timestamp=1516933126038000, }
