
=== TestCase8 case8\success\basic-2 Success execution 1 ===
{traceId=524f13208ee86c9b, spanId=524f13208ee86c9b, hostName=ts-click-twice, srcName=null, src=null, host=ts-click-twice, clock={"ts-click-twice":1}, event=ts-click-twice.ClickController.clickTwice, type=sr, parentId=, timestamp=1516934170223000, }
{traceId=524f13208ee86c9b, spanId=ba216c7113dca8ed, hostName=ts-click-twice, host=ts-click-twice, clock={"ts-click-twice":2}, event=ts-click-twice.AsyncTask.sendAsyncClickTwice, type=async, parentId=524f13208ee86c9b, timestamp=1516934170228000, }
{traceId=524f13208ee86c9b, spanId=aefbc1c7e959b258, hostName=ts-click-twice, destName=ts-preserve-service, host=ts-click-twice, clock={"ts-click-twice":3}, dest=ts-preserve-service, event=ts-click-twice.AsyncTask.sendAsyncClickTwice, type=cs, parentId=ba216c7113dca8ed, timestamp=1516934170229000, }
{traceId=524f13208ee86c9b, spanId=aefbc1c7e959b258, hostName=ts-preserve-service, srcName=ts-click-twice, src=ts-click-twice, host=ts-preserve-service, clock={"ts-click-twice":3,"ts-preserve-service":1}, event=ts-preserve-service.PreserveController.preserve, type=sr, parentId=ba216c7113dca8ed, timestamp=1516934170233000, }
{traceId=524f13208ee86c9b, spanId=84cb4e929babdc1a, hostName=ts-preserve-service, host=ts-preserve-service, clock={"ts-click-twice":3,"ts-preserve-service":2}, event=ts-preserve-service.PreserveServiceImpl.preserve, type=async, parentId=aefbc1c7e959b258, timestamp=1516934170236000, }
{traceId=524f13208ee86c9b, spanId=df0fe6c0ada90548, hostName=ts-click-twice, host=ts-click-twice, clock={"ts-click-twice":4}, event=ts-click-twice.AsyncTask.sendAsyncClickTwice, type=async, parentId=524f13208ee86c9b, timestamp=1516934170728000, }
{traceId=524f13208ee86c9b, spanId=c1951b6964619a5c, hostName=ts-click-twice, destName=ts-preserve-service, host=ts-click-twice, clock={"ts-click-twice":5}, dest=ts-preserve-service, event=ts-click-twice.AsyncTask.sendAsyncClickTwice, type=cs, parentId=df0fe6c0ada90548, timestamp=1516934170729000, }
{traceId=524f13208ee86c9b, spanId=c1951b6964619a5c, hostName=ts-preserve-service, srcName=ts-click-twice, src=ts-click-twice, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-preserve-service":3}, event=ts-preserve-service.PreserveController.preserve, type=sr, parentId=df0fe6c0ada90548, timestamp=1516934170732500, }
{traceId=524f13208ee86c9b, spanId=4cd24997209f47fe, hostName=ts-preserve-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-preserve-service":4}, event=ts-preserve-service.PreserveServiceImpl.preserve, type=async, parentId=c1951b6964619a5c, timestamp=1516934170734500, }
{traceId=524f13208ee86c9b, spanId=b8d951932885b70c, hostName=ts-preserve-service, destName=ts-sso-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-preserve-service":5}, dest=ts-sso-service, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cs, parentId=84cb4e929babdc1a, timestamp=1516934172755000, }
{traceId=524f13208ee86c9b, spanId=b8d951932885b70c, hostName=ts-sso-service, srcName=ts-preserve-service, src=ts-preserve-service, host=ts-sso-service, clock={"ts-click-twice":5,"ts-sso-service":1,"ts-preserve-service":5}, event=ts-sso-service.AccountSsoController.verifyLoginToken, type=sr, parentId=84cb4e929babdc1a, timestamp=1516934172757000, }
{traceId=524f13208ee86c9b, spanId=b8d951932885b70c, hostName=ts-sso-service, destName=ts-preserve-service, host=ts-sso-service, clock={"ts-click-twice":5,"ts-sso-service":2,"ts-preserve-service":5}, dest=ts-preserve-service, event=ts-sso-service.AccountSsoController.verifyLoginToken, type=ss, parentId=84cb4e929babdc1a, timestamp=1516934172762000, }
{traceId=524f13208ee86c9b, spanId=b8d951932885b70c, hostName=ts-preserve-service, srcName=ts-sso-service, src=ts-sso-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-sso-service":2,"ts-preserve-service":6}, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cr, parentId=84cb4e929babdc1a, timestamp=1516934172764000, }
{traceId=524f13208ee86c9b, spanId=e5ff06d41f213953, hostName=ts-preserve-service, destName=ts-security-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-sso-service":2,"ts-preserve-service":7}, dest=ts-security-service, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cs, parentId=84cb4e929babdc1a, timestamp=1516934172765000, }
{traceId=524f13208ee86c9b, spanId=e5ff06d41f213953, hostName=ts-security-service, srcName=ts-preserve-service, src=ts-preserve-service, host=ts-security-service, clock={"ts-click-twice":5,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":1}, event=ts-security-service.SecurityController.check, type=sr, parentId=84cb4e929babdc1a, timestamp=1516934172767500, }
{traceId=524f13208ee86c9b, spanId=f462bbbd107b5d76, hostName=ts-security-service, destName=ts-order-service, host=ts-security-service, clock={"ts-click-twice":5,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":2}, dest=ts-order-service, event=ts-security-service.SecurityController.check, type=cs, parentId=e5ff06d41f213953, timestamp=1516934172770500, }
{traceId=524f13208ee86c9b, spanId=f462bbbd107b5d76, hostName=ts-order-service, srcName=ts-security-service, src=ts-security-service, host=ts-order-service, clock={"ts-click-twice":5,"ts-order-service":1,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":2}, event=ts-order-service.OrderController.securityInfoCheck, type=sr, parentId=e5ff06d41f213953, timestamp=1516934172772500, }
{traceId=524f13208ee86c9b, spanId=f462bbbd107b5d76, hostName=ts-order-service, destName=ts-security-service, host=ts-order-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":2}, dest=ts-security-service, event=ts-order-service.OrderController.securityInfoCheck, type=ss, parentId=e5ff06d41f213953, timestamp=1516934172780500, }
{traceId=524f13208ee86c9b, spanId=f462bbbd107b5d76, hostName=ts-security-service, srcName=ts-order-service, src=ts-order-service, host=ts-security-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":3}, event=ts-security-service.SecurityController.check, type=cr, parentId=e5ff06d41f213953, timestamp=1516934172782500, }
{traceId=524f13208ee86c9b, spanId=7babc5d5a47eb4f4, hostName=ts-security-service, destName=ts-order-other-service, host=ts-security-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":4}, dest=ts-order-other-service, event=ts-security-service.SecurityController.check, type=cs, parentId=e5ff06d41f213953, timestamp=1516934172784500, }
{traceId=524f13208ee86c9b, spanId=7babc5d5a47eb4f4, hostName=ts-order-other-service, srcName=ts-security-service, src=ts-security-service, host=ts-order-other-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":4,"ts-order-other-service":1}, event=ts-order-other-service.OrderOtherController.securityInfoCheck, type=sr, parentId=e5ff06d41f213953, timestamp=1516934172787000, }
{traceId=524f13208ee86c9b, spanId=7babc5d5a47eb4f4, hostName=ts-order-other-service, destName=ts-security-service, host=ts-order-other-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":4,"ts-order-other-service":2}, dest=ts-security-service, event=ts-order-other-service.OrderOtherController.securityInfoCheck, type=ss, parentId=e5ff06d41f213953, timestamp=1516934172792000, }
{traceId=524f13208ee86c9b, spanId=7babc5d5a47eb4f4, hostName=ts-security-service, srcName=ts-order-other-service, src=ts-order-other-service, host=ts-security-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":5,"ts-order-other-service":2}, event=ts-security-service.SecurityController.check, type=cr, parentId=e5ff06d41f213953, timestamp=1516934172794500, }
{traceId=524f13208ee86c9b, spanId=e5ff06d41f213953, hostName=ts-security-service, destName=ts-preserve-service, host=ts-security-service, clock={"ts-click-twice":5,"ts-order-service":2,"ts-sso-service":2,"ts-preserve-service":7,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-preserve-service, event=ts-security-service.SecurityController.check, type=ss, parentId=84cb4e929babdc1a, timestamp=1516934172801500, }
