
=== TestCase1 case1\fail1\basic Fail execution 1 ===
{traceId=498e5648f632d0cc, spanId=498e5648f632d0cc, hostName=ts-preserve-other-service, srcName=null, src=null, host=ts-preserve-other-service, clock={"ts-preserve-other-service":1}, event=ts-preserve-other-service.PreserveOtherController.error, type=sr, error=Request processing failed; nested exception is java.lang.RuntimeException: [Normal Error] Reproduction Of Error Normal, parentId=, timestamp=1516875476633000, }
{traceId=498e5648f632d0cc, spanId=7ce21a48b4c379d7, hostName=ts-preserve-other-service, destName=ts-sso-service, host=ts-preserve-other-service, clock={"ts-preserve-other-service":2}, dest=ts-sso-service, event=ts-preserve-other-service.PreserveOtherController.error, type=cs, parentId=498e5648f632d0cc, timestamp=1516875476639000, }
{traceId=498e5648f632d0cc, spanId=7ce21a48b4c379d7, hostName=ts-sso-service, srcName=ts-preserve-other-service, src=ts-preserve-other-service, host=ts-sso-service, clock={"ts-preserve-other-service":2,"ts-sso-service":1}, event=ts-sso-service.AccountSsoController.verifyLoginToken, type=sr, parentId=498e5648f632d0cc, timestamp=1516875476641000, }
{traceId=498e5648f632d0cc, spanId=7ce21a48b4c379d7, hostName=ts-sso-service, destName=ts-preserve-other-service, host=ts-sso-service, clock={"ts-preserve-other-service":2,"ts-sso-service":2}, dest=ts-preserve-other-service, event=ts-sso-service.AccountSsoController.verifyLoginToken, type=ss, parentId=498e5648f632d0cc, timestamp=1516875476648000, }
{traceId=498e5648f632d0cc, spanId=7ce21a48b4c379d7, hostName=ts-preserve-other-service, srcName=ts-sso-service, src=ts-sso-service, host=ts-preserve-other-service, clock={"ts-preserve-other-service":3,"ts-sso-service":2}, event=ts-preserve-other-service.PreserveOtherController.error, type=cr, parentId=498e5648f632d0cc, timestamp=1516875476650000, }
{traceId=498e5648f632d0cc, spanId=0cb8022a5b80b03e, hostName=ts-preserve-other-service, destName=ts-security-service, host=ts-preserve-other-service, clock={"ts-preserve-other-service":4,"ts-sso-service":2}, dest=ts-security-service, event=ts-preserve-other-service.PreserveOtherController.error, type=cs, parentId=498e5648f632d0cc, timestamp=1516875476652000, }
{traceId=498e5648f632d0cc, spanId=0cb8022a5b80b03e, hostName=ts-security-service, srcName=ts-preserve-other-service, src=ts-preserve-other-service, host=ts-security-service, clock={"ts-preserve-other-service":4,"ts-sso-service":2,"ts-security-service":1}, event=ts-security-service.SecurityController.checkTotalNumber, type=sr, parentId=498e5648f632d0cc, timestamp=1516875476654500, }
{traceId=498e5648f632d0cc, spanId=7c53333ac8b62319, hostName=ts-security-service, destName=ts-order-service, host=ts-security-service, clock={"ts-preserve-other-service":4,"ts-sso-service":2,"ts-security-service":2}, dest=ts-order-service, event=ts-security-service.SecurityController.checkTotalNumber, type=cs, parentId=0cb8022a5b80b03e, timestamp=1516875476661500, }
{traceId=498e5648f632d0cc, spanId=7c53333ac8b62319, hostName=ts-order-service, srcName=ts-security-service, src=ts-security-service, host=ts-order-service, clock={"ts-preserve-other-service":4,"ts-order-service":1,"ts-sso-service":2,"ts-security-service":2}, event=ts-order-service.OrderController.securityInfoCheck, type=sr, parentId=0cb8022a5b80b03e, timestamp=1516875476664000, }
{traceId=498e5648f632d0cc, spanId=7c53333ac8b62319, hostName=ts-order-service, destName=ts-security-service, host=ts-order-service, clock={"ts-preserve-other-service":4,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":2}, dest=ts-security-service, event=ts-order-service.OrderController.securityInfoCheck, type=ss, parentId=0cb8022a5b80b03e, timestamp=1516875476677000, }
{traceId=498e5648f632d0cc, spanId=7c53333ac8b62319, hostName=ts-security-service, srcName=ts-order-service, src=ts-order-service, host=ts-security-service, clock={"ts-preserve-other-service":4,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":3}, event=ts-security-service.SecurityController.checkTotalNumber, type=cr, parentId=0cb8022a5b80b03e, timestamp=1516875476679500, }
{traceId=498e5648f632d0cc, spanId=766207f3225ca576, hostName=ts-security-service, destName=ts-order-other-service, host=ts-security-service, clock={"ts-preserve-other-service":4,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":4}, dest=ts-order-other-service, event=ts-security-service.SecurityController.checkTotalNumber, type=cs, parentId=0cb8022a5b80b03e, timestamp=1516875476682500, }
{traceId=498e5648f632d0cc, spanId=766207f3225ca576, hostName=ts-order-other-service, srcName=ts-security-service, src=ts-security-service, host=ts-order-other-service, clock={"ts-preserve-other-service":4,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":4,"ts-order-other-service":1}, event=ts-order-other-service.OrderOtherController.securityInfoCheck, type=sr, parentId=0cb8022a5b80b03e, timestamp=1516875476685500, }
{traceId=498e5648f632d0cc, spanId=766207f3225ca576, hostName=ts-order-other-service, destName=ts-security-service, host=ts-order-other-service, clock={"ts-preserve-other-service":4,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":4,"ts-order-other-service":2}, dest=ts-security-service, event=ts-order-other-service.OrderOtherController.securityInfoCheck, type=ss, parentId=0cb8022a5b80b03e, timestamp=1516875476718500, }
{traceId=498e5648f632d0cc, spanId=766207f3225ca576, hostName=ts-security-service, srcName=ts-order-other-service, src=ts-order-other-service, host=ts-security-service, clock={"ts-preserve-other-service":4,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":5,"ts-order-other-service":2}, event=ts-security-service.SecurityController.checkTotalNumber, type=cr, parentId=0cb8022a5b80b03e, timestamp=1516875476721500, }
{traceId=498e5648f632d0cc, spanId=0cb8022a5b80b03e, hostName=ts-security-service, destName=ts-preserve-other-service, host=ts-security-service, clock={"ts-preserve-other-service":4,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-preserve-other-service, event=ts-security-service.SecurityController.checkTotalNumber, type=ss, parentId=498e5648f632d0cc, timestamp=1516875476729500, }
{traceId=498e5648f632d0cc, spanId=0cb8022a5b80b03e, hostName=ts-preserve-other-service, srcName=ts-security-service, src=ts-security-service, host=ts-preserve-other-service, clock={"ts-preserve-other-service":5,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":6,"ts-order-other-service":2}, event=ts-preserve-other-service.PreserveOtherController.error, type=cr, parentId=498e5648f632d0cc, timestamp=1516875476732000, }
{traceId=498e5648f632d0cc, spanId=ba15420a4bfb95d8, hostName=ts-preserve-other-service, destName=ts-contacts-service, host=ts-preserve-other-service, clock={"ts-preserve-other-service":6,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-contacts-service, event=ts-preserve-other-service.PreserveOtherController.error, type=cs, parentId=498e5648f632d0cc, timestamp=1516875476739000, }
{traceId=498e5648f632d0cc, spanId=ba15420a4bfb95d8, hostName=ts-contacts-service, srcName=ts-preserve-other-service, src=ts-preserve-other-service, host=ts-contacts-service, clock={"ts-preserve-other-service":6,"ts-contacts-service":1,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":6,"ts-order-other-service":2}, event=ts-contacts-service.ContactsController.countContactsById, type=sr, parentId=498e5648f632d0cc, timestamp=1516875476742000, }
{traceId=498e5648f632d0cc, spanId=ba15420a4bfb95d8, hostName=ts-contacts-service, destName=ts-preserve-other-service, host=ts-contacts-service, clock={"ts-preserve-other-service":6,"ts-contacts-service":2,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-preserve-other-service, event=ts-contacts-service.ContactsController.countContactsById, type=ss, parentId=498e5648f632d0cc, timestamp=1516875476751000, }
{traceId=498e5648f632d0cc, spanId=ba15420a4bfb95d8, hostName=ts-preserve-other-service, srcName=ts-contacts-service, src=ts-contacts-service, host=ts-preserve-other-service, clock={"ts-preserve-other-service":7,"ts-contacts-service":2,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":6,"ts-order-other-service":2}, event=ts-preserve-other-service.PreserveOtherController.error, type=cr, parentId=498e5648f632d0cc, timestamp=1516875476754000, }
{traceId=498e5648f632d0cc, spanId=e0705e223595aa50, hostName=ts-preserve-other-service, destName=ts-contacts-service, host=ts-preserve-other-service, clock={"ts-preserve-other-service":8,"ts-contacts-service":2,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-contacts-service, event=ts-preserve-other-service.PreserveOtherController.error, type=cs, parentId=498e5648f632d0cc, timestamp=1516875476756000, }
{traceId=498e5648f632d0cc, spanId=e0705e223595aa50, hostName=ts-contacts-service, srcName=ts-preserve-other-service, src=ts-preserve-other-service, host=ts-contacts-service, clock={"ts-preserve-other-service":8,"ts-contacts-service":3,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":6,"ts-order-other-service":2}, event=ts-contacts-service.ContactsController.createContactsWitCheck, type=sr, parentId=498e5648f632d0cc, timestamp=1516875476757500, }
{traceId=498e5648f632d0cc, spanId=e0705e223595aa50, hostName=ts-contacts-service, destName=ts-preserve-other-service, host=ts-contacts-service, clock={"ts-preserve-other-service":8,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-preserve-other-service, event=ts-contacts-service.ContactsController.createContactsWitCheck, type=ss, parentId=498e5648f632d0cc, timestamp=1516875476768500, }
{traceId=498e5648f632d0cc, spanId=e0705e223595aa50, hostName=ts-preserve-other-service, srcName=ts-contacts-service, src=ts-contacts-service, host=ts-preserve-other-service, clock={"ts-preserve-other-service":9,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":6,"ts-order-other-service":2}, event=ts-preserve-other-service.PreserveOtherController.error, type=cr, parentId=498e5648f632d0cc, timestamp=1516875476770000, }
{traceId=498e5648f632d0cc, spanId=0cac24a7f7049959, hostName=ts-preserve-other-service, destName=ts-travel2-service, host=ts-preserve-other-service, clock={"ts-preserve-other-service":10,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-travel2-service, event=ts-preserve-other-service.PreserveOtherController.error, type=cs, parentId=498e5648f632d0cc, timestamp=1516875476772000, }
{traceId=498e5648f632d0cc, spanId=0cac24a7f7049959, hostName=ts-travel2-service, srcName=ts-preserve-other-service, src=ts-preserve-other-service, host=ts-travel2-service, clock={"ts-travel2-service":1,"ts-preserve-other-service":10,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":6,"ts-order-other-service":2}, event=ts-travel2-service.Travel2Controller.getTripAllDetailInfo, type=sr, parentId=498e5648f632d0cc, timestamp=1516875476775000, }
{traceId=498e5648f632d0cc, spanId=8d0ecae021f59eed, hostName=ts-travel2-service, destName=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-travel2-service":2,"ts-preserve-other-service":10,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-ticketinfo-service, event=ts-travel2-service.Travel2Controller.getTripAllDetailInfo, type=cs, parentId=0cac24a7f7049959, timestamp=1516875476781000, }
{traceId=498e5648f632d0cc, spanId=8d0ecae021f59eed, hostName=ts-ticketinfo-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-travel2-service":2,"ts-ticketinfo-service":1,"ts-preserve-other-service":10,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":6,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=0cac24a7f7049959, timestamp=1516875476783500, }
{traceId=498e5648f632d0cc, spanId=dcc00058e0f5da00, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-travel2-service":2,"ts-ticketinfo-service":2,"ts-preserve-other-service":10,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=8d0ecae021f59eed, timestamp=1516875476786500, }
{traceId=498e5648f632d0cc, spanId=dcc00058e0f5da00, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":1,"ts-travel2-service":2,"ts-ticketinfo-service":2,"ts-preserve-other-service":10,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":2,"ts-security-service":6,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=8d0ecae021f59eed, timestamp=1516875476788500, }
